societe,page,table_num,ACTIF,Note,31/12/2025,col,col_2,31/12/2024,CAPITAUX PROPRES ET PASSIFS,col_3,Catégories professionnelles,Nombre,"COMAR Assurances se positionne en tant qu’entreprise responsable, profondément engagée dans",1. Gouvernance,2. Stratégie de COMAR Assurances en termes de développement durable,"En suivant ces principes, COMAR s'efforce de créer un impact positif à la fois sur la société et", Aux risques migratoires liés aux mouvements des compétences sur le plan national et,COMAR investie également dans la formation continue de ses collaborateurs afin de développer,"Au cours de l’exercice clos le 31 décembre 2025, COMAR Assurances n’a pas connu",Actifs corporels,Taux,Elément,Catégorie,Valeur d’inventaire,"Brut au Mouvement Brut au Amortissement Net au
Nature de l'actif
31/12/2024 2025 31/12/2025 et provisions 31/12/2025","Brut au Amortissement Net au
Nature de l'actif
31/12/2025 et provisions 31/12/2025",Nature de l'actif,Brut au 31/12/2024,col_4,Mouvement,col_5,Brut au 31/12/2025,col_6,col_7,col_8,Amortissement et,col_9,Net au 31/12/2025,col_10,col_11,"Bons, Obligations et dépôts dans les",Dépôts auprès des établissements,"Mouvement
2025","Amortissement et
provisions","Net au
31/12/2025",Net au,"Nombre Correction de
Entreprises liées Capital Nombre % Montant Brut Montant net
d'actions valeur",CAPITAL,NOMBRE,%,BRUT,PROVISION 2024,DOTATION 2025,REPRISE 2025,PROVISION 2025,NET,Société,Brut au,Entrées 2025,Sorties 2025,"Brut au
31/12/2025","Produits au
31/12/2025","Brut au
31/12/2024",Branche,2025,2024,Variation,Libellé,Capital Social,Réserve Légale,"Prime
d'Emission","Réserve pour
Fonds Social","Réserve
investissement
exonerée","Réserve pour
toute
éventualité","Autre réserve
pour toute
éventualité","Réserve
Spécial de
réévaluation","Résultat de la
période",Actionnaires,Nombre d'Action,Montant,2025 2024,Sous-Total 2,45 740 303,43 723 305,2 016 998,Incendie,"Accident
Travail",Risques Divers,Automobile,Transport,Groupe,"Dommages
aux Biens",Construction,Acceptation,Total,Placements dans des,"Autres revenus et frais
financiers","Total
31/12/2025",Total 31/12/2024,Autres revenus et frais,Rubriques,Nature de Produit,Nature de charge,RESULTAT NET APRES MODIFICATIONS COMPTABLES (BENEFICE : B ‐ DEFICIT : D),109 216 022,Sociétés Primes Emises Prestations Réglées,Sociétés Dividendes encaissés,Sociétés Revenus des Loyers,Nature de flux,Désignation,Valeur Brute,Amortissements et Provisions,"VCN
31/12/2025",Année d'inventaire:,Exercice de survenance,"Placements dans des
entreprises liées et avec lien de
participation",Vie,Informations complémentaires,RC,"Risques
Agricoles","Perte
d'Eploitation",Caution,Assistance,"Accident
Corporel",col_12,col_13,col_14,col_15
COMAR,9,2,,,,,,,,,,,en parfaite harmonie avec les défis actuels liés au développement durable.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMAR,9,2,,,,,,,,,,,"Cela illustre l’engagement de COMAR Assurances à renforcer la transparence, optimiser ses",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMAR,9,2,,,,,,,,,,,pratiques de gouvernance et s’aligner sur l’évolution des standards mondiaux.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMAR,9,2,,,,,,,,,,,"Dans ce cadre, les informations sont présentées selon 5 axes clés :",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMAR,9,2,,,, Gouvernance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMAR,9,2,,,, Stratégie de COMAR Assurances en termes de développement durable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMAR,9,2,,,, Risques et opportunités liés à la durabilité,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMAR,9,2,,,, Approches suivies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMAR,9,2,,,, Indicateurs clés,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMAR,9,3,,,,,,,,,,,,Les comités de gouvernance COMAR sont une émanation du conseil d’administration et,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMAR,9,3,,,,,,,,,,,,"travaillent sous son autorité exclusive, leur vocation est essentiellement d’assister le conseil sur",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMAR,9,3,,,,,,,,,,,,"des points spécifiques relevant de leurs compétences : comité d’Audit, comité des Risques, …",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMAR,9,3,,,,,,,,,,,,Le Comité des Risques est responsable de l’analyse et du contrôle des risques se rapportant à,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMAR,9,3,,,,,,,,,,,,l’assurance et de la supervision de la politique de gestion des risques.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMAR,9,3,,,,,,,,,,,,"Ils soumettent dans ce cadre au conseil des avis, des propositions et/ou des recommandations selon",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMAR,9,3,,,,,,,,,,,,les besoins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMAR,10,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMAR,10,1,,,,,,,,,,,,,"Pour COMAR Assurances, la stratégie de la compagnie répond à des objectifs clés tels que la",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMAR,10,1,,,,,,,,,,,,,"promotion de la bonne santé et du bien-être, l’égalité des sexes, l'accès à une énergie propre et",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMAR,10,1,,,,,,,,,,,,,"abordable, la création de travail décent et la réduction des inégalités",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMAR,10,1,,,,,,,,,,,,,Ceci reflète l’engagement de COMAR Assurance en faveur du développement durable et de la,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMAR,10,1,,,,,,,,,,,,,"gestion des enjeux sociaux et environnementaux, visant à mettre en place des pratiques de gestion",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMAR,10,1,,,,,,,,,,,,,efficaces dans la mesure du possible,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMAR,10,1,,,,,,,,,,,,,"COMAR assume sa responsabilité envers une variété de parties prenantes, parmi lesquelles",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMAR,10,1,,,,,,,,,,,,,"figurent les clients, les fournisseurs, les employés, les agents, les collaborateurs des agents, les",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMAR,10,1,,,,,,,,,,,,,"courtiers, les communautés locales et la société dans son ensemble. Son rôle en matière de",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMAR,10,1,,,,,,,,,,,,,responsabilité sociale et environnementale revêt une importance capitale.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMAR,10,1,,,,,,,,,,,,,Voici les trois axes majeurs de son engagement RSE :,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMAR,10,2,,,,,,,,,,,,,,"l'environnement, tout en maintenant des pratiques commerciales responsables.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMAR,10,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMAR,10,2,,,,,,,,,,,,,,3. Risques et opportunités liés à la durabilité,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMAR,10,2,,,,,,,,,,,,,,COMAR Assurances adopte une approche structurée pour identifier et gérer les risques et,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMAR,10,2,,,,,,,,,,,,,,opportunités ESG les plus pertinents. Les principaux risques incluent :,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMAR,10,2,,,, L’évolution constante du cadre réglementaire ESG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMAR,10,2,,,, Les risques cyber sécurité,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMAR,10,3,,,,"En parallèle, la durabilité représente des opportunités stratégiques majeures : un cadre interne de",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMAR,10,3,,,,finance et d’assurance durables en alignement avec les référentiels internationaux reconnus.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMAR,10,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMAR,10,3,,,,4. Approche suivie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMAR,10,3,,,,COMAR reconnaît son exposition directe aux risques liés aux changements climatiques. Pour,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMAR,10,3,,,,"relever ces défis, elle s'est engagée à comprendre et à gérer ces risques en utilisant des modèles",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMAR,10,3,,,,climatiques pour évaluer sa vulnérabilité.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMAR,10,3,,,,COMAR Assurances est exposée :,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMAR,10,3,,,,," Aux risques physiques (événements extrêmes comme vagues de chaleur, inondations,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMAR,10,3,,,,,"tempêtes, incendies, élévation du niveau de la mer, etc.)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMAR,10,3,,,,, Aux risques de transition liés au passage vers une économie bas carbone (changements,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMAR,10,3,,,,,"réglementaires, technologiques et de marché)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMAR,11,1,,,,,,,,,,,,,,,international,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMAR,11,1,,,,"De plus, elle a développé des produits d’assurance adaptés aux évènements climatiques extrêmes,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMAR,11,1,,,,"tels que les inondations, les sècheresses et les incendies de forêt.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMAR,11,1,,,,"Par ailleurs, elle a mis en place des initiatives de sensibilisation pour :",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMAR,11,1,,,,,,,,,,,,,,," Encourager le reboisement : depuis 2022, la COMAR a pris des mesures concrètes visant à",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMAR,11,1,,,,,,,,,,,,,,,avoir un impact positif sur la société et l’environnement. Cela s’est notamment traduit par,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMAR,11,1,,,,,,,,,,,,,,,sa participation à des projets de reboisement en collaboration avec l’association Tounes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMAR,11,1,,,,,,,,,,,,,,,Clean up.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMAR,11,1,,,,,,,,,,,,,,, Promouvoir le nettoyage des plages à l'occasion de la Journée mondiale de,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMAR,11,1,,,,,,,,,,,,,,,"l'environnement, une action estivale annuelle en partenariat avec l'association Tounes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMAR,11,1,,,,,,,,,,,,,,,Clean Up.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMAR,11,1,,,,,,,,,,,,,,," Réduire sa consommation énergétique grâce à diverses mesures, telles que la",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMAR,11,1,,,,,,,,,,,,,,,"rationalisation de l'utilisation des systèmes de climatisation/chauffage, la réduction de la",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMAR,11,1,,,,,,,,,,,,,,,"consommation électrique pour l'éclairage, et la récupération des cartouches d'encre usagées",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMAR,11,1,,,,,,,,,,,,,,,par une société de recyclage.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMAR,11,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMAR,11,2,,,,La compagnie a aussi mis en place des initiatives permettant d’assurer sa continuité d’activité en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMAR,11,2,,,,cas de risque de sinistre lié à des évènements climatiques.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMAR,11,2,,,,," Plan de continuité d’activité avec un site de repli physique, une infrastructure informatique",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMAR,11,2,,,,,redondée et des accès distants permettant aux collaborateurs des accès en télétravail en cas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMAR,11,2,,,,,de sinistre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMAR,12,1,,,,,,,,,,,,,,,,leurs compétences techniques et humaines et a mis en place un programme de gestion de carrières,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMAR,12,1,,,,,,,,,,,,,,,,afin de fournir un environnement sain et propice à la fidélisation de ses ressources.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMAR,12,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMAR,12,1,,,,,,,,,,,,,,,,5. Indicateurs clés,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMAR,12,1,,,,,,,,,,,,,,,,COMAR Assurances réalise une évaluation continue de ses opérations sur le plan du,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMAR,12,1,,,,,,,,,,,,,,,,développement durable en se référant aux indicateurs suivants :,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMAR,12,2,,,,,,,,,,,,,,,,,d’événements ou de fait marquants de nature à modifier de manière significative sa situation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMAR,12,2,,,,,,,,,,,,,,,,,"financière, son activité, ses résultats ou sa structure de gouvernance.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMAR,12,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMAR,13,1,,,,,,,,,,,,,,,,,,Matériel de transport,20%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMAR,13,1,,,,,,,,,,,,,,,,,,Mobilier et matériel de bureau,20%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMAR,13,1,,,,,,,,,,,,,,,,,,"Agencements, aménagements et installations",10%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
