societe,page,table_num,ACTIFS,"Brut
31/12/2025","Amort. & Prov.
31/12/2025","Net
31/12/2025","Net
31/12/2024",CAPITAUX PROPRES ET PASSIFS,31/12/2025,31/12/2024,Désignation,"Opérations brutes
Exercice 2025","Cessions et/ou
rétrocessions
Exercice 2025","Opérations nettes
Exercice 2025","Opérations nettes
Exercice 2024","Exercice clos
le 31/12/2025","Exercice clos
le 31/12/2024",col,col_2,col_3,DÉSIGNATION,Branche,Part %,Part %_2,Catégorie,Taux,col_4,Nature de la charge,Clé de répartition,Désignations,"Valeur brute
31/12/2025","Amort. cumulé
31/12/2025","Valeur nette
31/12/2025","Valeur nette
31/12/2024",Amort. cumulé/,col_5,col_6,Valeur nette,Terrain « La Perle du Lac II »,Montant,"Provision
31/12/2025",Variation,"Nombre des actions
détenues","Nombre total des actions de
la société émettrice",Pourcentage,"Valeur
brute
31/12/2025","Valeur
nette
31/12/2024",Valeur,"Provision
31/12/202","Valeur
nette
31/12/2025","Placements admis
en représentation
des provisions
techniques","Solde au
31/12/2025","Solde au
31/12/2024",Créances,"Moins d'un
an","1 an et (-) de
5 ans","Plus que 5
ans",Solde au 31/12/2025,Solde au 31/12/2024,Compagnie,Montant au 31/12/2025,"n Valeur nette
5 31/12/2025",Éléments,"Capital
social","Réserve
légale","Primes et
autres
réserves","Réserve
spéciale de
réévaluation","Titres
participatifs","Résultats
reportés","Résultat
de l'exercice","Total
en DT",CAPITAUX PROPRES,"31/12/2025
Avant réévaluation","31/12/2025
Après réévaluation","Valeur nette au
31/12/2025
Avant réévaluation","Valeur nette au
31/12/2025
Après réévaluation",Résultat par action,Exercice 2025,Exercice 2024,31/12/202,5,"Montant au
31/12/2025","Montant au
31/12/2024",Dettes,"Moins
d'un an","1 an et
(-) de 5 ans","Plus qu
5 an","e
Total
s","Opérations
brutes 2025",Cessions 2025,"Opérations
nettes 2025","Opérations
nettes 2024",Variations,Effectif,CATEGORIE,Zone,Montant 2025,Nature juridique,Titres participatifs,"Principal
souscrit","Principal restant
dû au 31/12/2025","Date de
souscription","Date
d’échéance","Taux
d’intérêt",Entité,Capital social,Part « BNA,Part « BNA_2,Total des réintégrations,2 846 901,Résultat fiscal avant déduction des provisions,13 371 168,IV Total déduction des bénéfices ou revenus exceptionnels non imposables,(3 699 967),Impôt sur les sociétés dû,(2 417 800),IS à payer,-,Valeur Brute,Amortissements et Provisions,col_7,col_8,col_9,col_10,col_11,col_12,col_13,Valeur brute,Juste valeur,"Plus ou moins-
value latente",Année d'inventaire,Exercice de survenance,Eléments,"Revenus et frais financiers concernant les placements
dans des entreprises liées ou avec un lien de
participation","Autres revenus et
frais financiers",Total,Raccordement,Libellés,Temporaires décès et capitalisation,Incendie,Transport,Risq. Divers,Risq. Spx,Automobile,Groupe,Charges de prestations,-2 029 799,-838 929,125 276,-123 954,-86 037 838,-6 094 762,-95 000 006,Solde de souscription,1 052 485,1 564 403,1 935 306,817 106,42 740 686,673 073,48 783 059,Produits nets de placements,388 091,146 269,144 095,133 319,18 680 223,48 364,19 540 361,Part des réassureurs et/ou des rétrocessionnaires dans les primes acquises,-2 220 316,-2 178 441,-699 516,-1 024 640,-3 349 982,-9 472 895,2 021 2 022 2 023 2 024 2 025
BNA,23,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Compte de liaison BIAT ASSURANCES,397 085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BNA,23,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Compte de liaison BUAT,291 072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BNA,23,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Compte de liaison EL AMANA TAKAFUL,228 361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BNA,23,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Compte de liaison ATTAKAFULIA,121 263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BNA,23,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Compte de liaison ZITOUNA TAKEFUL,255 585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BNA,23,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Compte de liaison COMPAGNIE ETRANGERE,175 223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BNA,23,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Compte de liaison FGA,3 857 449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BNA,23,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Prévision de recours matériel,5 204 283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BNA,23,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Total en DT,24 158 349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BNA,24,1,,,,,,,,,,,,,,,,Variation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BNA,24,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BNA,24,1,,,,,,,,,,,,,,,,-,,,,,,,,,,,,BEST RE,2 894 789,,-,-,,,,,,,2 894 789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BNA,24,1,,,,,,,,,,,,,,,,760 769,,,,,,,,,,,,Divers réassureurs,3 500 341,,3 296 340,2 535 571,,,,,,,204 001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BNA,24,1,,,,,,,,,,,,,,,,760 769,,,,,,,,,,,,Total en DT,6 395 130,,3 296 340,2 535 571,,,,,,,3 098 790,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BNA,24,2,,,,,,,,,,,,,,,,Provisio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BNA,24,2,,,,,,,,,,,,,,,,31/12/202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BNA,24,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BNA,24,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,Personnel,940 482,,,869 322,,,,,,,,71 160,,,,,,,,,,,,,,,,,,,,- 940 482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BNA,24,2,,,,,,,,,,,,,,,,176 78,,,,,,,,,,,,"État, impôts et taxes",38 925 081,,,30 922 076,,,,,,,,7 826 225,,,,,,,,,,,,,,,,,,,,0 38 748 301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BNA,24,2,,,,,,,,,,,,,,,,1 270 38,,,,,,,,,,,,Débiteurs divers,11 836 483,,,8 879 203,,,,,,,,1 686 896,,,,,,,,,,,,,,,,,,,,4 10 566 099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BNA,24,2,,,,,,,,,,,,,,,,1 447 16,,,,,,,,,,,,Total en DT,51 702 046,,,40 670 601,,,,,,,,9 584 281,,,,,,,,,,,,,,,,,,,,4 50 254 882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BNA,24,3,,,,,,,,,,,,,,,,Désignations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BNA,24,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BNA,24,3,,,,,,,,,,,,,,,,"Avoirs en banques, CCP, chèques et caisses",,,,,,,,,,,,,3 692 642,,2 275 490,6 019 978,,,,,,,1 417 152,-3 744 488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BNA,24,3,,,,,,,,,,,,,,,,Frais d'acquisition reportés,,,,,,,,,,,,,16 661 343,,16 661 343,16 204 610,,,,,,,-,456 733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BNA,24,3,,,,,,,,,,,,,,,,Autres charges à repartir,,,,,,,,,,,,,3 361 713,,-,-,,,,,,,3 361 713,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BNA,24,3,,,,,,,,,,,,,,,,Comptes de régularisation Actif,,,,,,,,,,,,,13 705 044,,13 569 906,12 428 748,,,,,,,135 138,1 141 159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BNA,24,3,,,,,,,,,,,,,,,,Total en DT,,,,,,,,,,,,,37 420 742,,32 506 739,34 653 336,,,,,,,4 914 003,-2 146 597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BNA,25,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Soldes au 31 décembre 2023,87 391 790,286 176,46 408 054,44 410 222,75 000 000,-177 468 275,8 577 827,84 605 794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BNA,25,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Affectation du bénéfice de l'exercice 2023,-,-,-,-,-,8 577 827,-8 577 827,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BNA,25,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bénéfice de l'exercice 2024,-,-,-,-,-,-,16 315 042,16 315 042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BNA,25,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Soldes au 31 décembre 2024,87 391 790,286 176,46 408 054,44 410 222,75 000 000,-168 890 448,16 315 042,100 920 836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BNA,25,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Affectation du bénéfice de l'exercice 2024,-,-,-,-,-35 000 000,16 315 042,-16 315 042,-35 000 000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BNA,25,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bénéfice de l'exercice 2025,-,-,-,-,-,-,17 045 881,17 045 881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BNA,25,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Soldes au 31 décembre 2025,87 391 790,286 176,46 408 054,44 410 222,40 000 000,-152 575 406,17 045 881,82 966 717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BNA,26,1,,,,,,,87 391 790,87 391 790,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CP1 - Capital social,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BNA,26,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CP2 - Réserves et primes liées au capital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BNA,26,1,,,,,,,286 176,286 176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,- Réserve légale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BNA,26,1,,,,,,,46 408 054,46 408 054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,- Primes d’émission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BNA,26,1,,,,,,,-152 575 407,-168 890 448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CP3 - Résultats reportés,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BNA,26,1,,,,,,,44 410 222,44 410 222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CPR - Réserves spéciales de réévaluation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BNA,26,1,,,,,,,40 000 000,75 000 000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CPTP - Titres participatifs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BNA,26,1,,,,,,,65 920 834,84 605 794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Total des capitaux propres avant résultat de l'exercice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BNA,26,1,,,,,,,17 045 881,16 315 042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CP6 - Résultat de l'exercice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BNA,26,1,,,,,,,82 966 715,100 920 836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Total des capitaux propres avant affectation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BNA,26,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CP1 - Capital social,87 391 790,87 391 790,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BNA,26,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CP2 - Réserves et primes liées au capital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BNA,26,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,- Réserve légale,286 176,286 176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BNA,26,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,- Primes d’émission,46 408 054,46 408 054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BNA,26,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6 323 119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CP3 - Résultats reportés,-146 252 288,-152 575 407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BNA,26,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-44 410 222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CPR - Réserves spéciales de réévaluation,-,44 410 222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BNA,26,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CPTP - Titres participatifs,40 000 000,40 000 000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BNA,26,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-38 087 102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Total des capitaux propres avant résultat de l'exercice,27 833 732,65 920 834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BNA,26,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,960 046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CP6 - Résultat de l'exercice,18 005 927,17 045 881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BNA,26,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-37 127 056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Total des capitaux propres avant affectation,45 839 659,82 966 715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BNA,26,3,,,,,,,,,,,,,,,,Désignations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BNA,26,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BNA,26,3,,,,,,,,,,,,,,,,Terrains et constructions d'exploitation,19 950 498 36 985 030,,,,,,,,,,,,,,,,,,,,,,,-17 034 532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BNA,26,3,,,,,,,,,,,,,,,,Terrains et constructions hors exploitation,15 381 090 35 473 614,,,,,,,,,,,,,,,,,,,,,,,-20 092 524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
